This file was created using the 202002 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 2 ME portfolios
and 3 prior return portfolios in Developed.

The portfolios are constructed monthly.  ME is market cap at the end of the
previous month.  Prior return is from -12 to - 2.

Missing data are indicated by -99.99.



  Average Value Weighted Returns -- Monthly
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
199011   ,0.13  ,-3.63  ,-3.36  ,-4.73  ,-4.05  ,-1.07
199012   ,0.10   ,0.52  ,-0.08   ,4.74   ,1.55  ,-0.36
199101   ,2.43  ,-0.19   ,0.80   ,4.19   ,3.30   ,2.44
199102  ,18.47  ,11.69  ,10.56  ,13.87   ,8.69   ,6.90
199103   ,0.66  ,-0.06   ,2.73  ,-2.94  ,-2.75  ,-1.09
199104   ,1.06   ,1.68   ,1.53   ,1.21   ,1.12   ,0.70
199105  ,-0.57   ,0.20   ,1.63   ,1.54   ,1.25   ,1.26
199106  ,-4.86  ,-3.55  ,-4.11  ,-6.29  ,-6.35  ,-4.82
199107   ,0.86   ,1.73   ,3.99   ,2.30   ,3.46   ,6.06
199108  ,-2.63  ,-1.13   ,2.87  ,-1.21  ,-1.55   ,0.14
199109   ,3.40   ,4.66   ,5.37   ,2.44   ,3.28   ,3.73
199110   ,0.53   ,1.46   ,2.97   ,0.92   ,1.32   ,3.39
199111  ,-4.69  ,-3.28  ,-3.83  ,-5.46  ,-4.66  ,-4.40
199112   ,2.01   ,3.86   ,6.44   ,5.23   ,7.88   ,7.21
199201   ,0.59   ,1.05   ,3.67  ,-0.51  ,-2.63  ,-2.79
199202   ,0.17   ,0.00   ,0.72  ,-2.44  ,-2.10  ,-0.63
199203  ,-5.63  ,-3.67  ,-4.47  ,-5.35  ,-5.01  ,-5.12
199204  ,-2.70  ,-2.46  ,-1.43   ,1.60  ,-0.14   ,0.31
199205   ,5.88   ,5.80   ,4.54   ,3.66   ,4.09   ,5.05
199206  ,-5.37  ,-2.50  ,-2.18  ,-5.52  ,-2.50  ,-2.97
199207  ,-4.41  ,-1.97  ,-1.06   ,0.21   ,0.48  ,-1.19
199208   ,1.54   ,1.04  ,-0.75   ,6.90   ,1.67   ,2.00
199209  ,-3.21  ,-0.53  ,-0.30  ,-2.64  ,-0.72  ,-0.38
199210  ,-4.02  ,-3.91  ,-2.02  ,-3.16  ,-2.96  ,-2.21
199211   ,1.50   ,0.48   ,3.38   ,2.25   ,2.02   ,2.07
199212   ,1.90   ,2.52   ,3.31  ,-0.30   ,1.08   ,1.41
199301   ,1.50   ,2.24   ,4.46  ,-0.77   ,0.34   ,1.33
199302   ,1.17   ,2.38   ,1.76   ,0.67   ,3.02   ,2.00
199303   ,8.59   ,6.78   ,7.16   ,5.59   ,6.89   ,7.86
199304   ,6.19   ,6.33   ,4.23   ,3.92   ,3.82   ,5.49
199305   ,7.47   ,6.69   ,6.31   ,2.48   ,1.89   ,4.74
199306  ,-3.61  ,-2.83  ,-0.51  ,-3.32  ,-1.60  ,-0.93
199307   ,0.80   ,1.16   ,1.93   ,1.19   ,2.22   ,4.47
199308   ,5.54   ,5.15   ,5.56   ,4.21   ,4.45   ,4.89
199309  ,-0.18  ,-0.11   ,0.40  ,-2.41  ,-1.56  ,-2.08
199310   ,1.17   ,0.09   ,1.66   ,2.01   ,1.24   ,0.97
199311  ,-3.61  ,-5.36  ,-6.97  ,-2.57  ,-6.81  ,-8.84
199312   ,3.66   ,4.34   ,5.66   ,3.32   ,4.50   ,4.93
199401   ,9.43   ,9.31   ,9.62   ,6.32   ,6.29  ,10.08
199402   ,0.67   ,1.05   ,0.83  ,-1.68  ,-1.50  ,-0.17
199403  ,-1.56  ,-1.90  ,-3.61  ,-2.80  ,-3.77  ,-3.87
199404   ,2.21   ,2.92   ,2.39   ,2.82   ,3.13   ,1.51
199405  ,-0.22  ,-0.54  ,-1.40   ,0.04   ,0.35  ,-0.18
199406   ,0.91   ,0.88  ,-0.57  ,-0.15  ,-0.03   ,1.49
199407   ,0.21   ,0.91   ,1.56   ,2.29   ,2.10  ,-0.50
199408   ,2.40   ,1.88   ,2.14   ,1.86   ,2.55   ,3.15
199409  ,-1.36  ,-1.39  ,-0.15  ,-3.18  ,-2.59  ,-2.16
199410   ,0.13   ,0.82   ,1.53   ,2.20   ,2.76   ,2.97
199411  ,-5.61  ,-5.45  ,-5.01  ,-3.98  ,-4.77  ,-5.67
199412  ,-0.68   ,1.58   ,1.98   ,0.65   ,1.53   ,1.27
199501  ,-0.90  ,-1.60  ,-2.44  ,-1.91  ,-1.37  ,-2.75
199502   ,0.86   ,0.51   ,1.47   ,0.84   ,0.98   ,1.11
199503   ,2.12   ,3.25   ,3.80   ,6.43   ,4.78   ,3.78
199504   ,1.81   ,2.03   ,2.40   ,2.44   ,2.87   ,4.14
199505  ,-0.22  ,-0.14   ,0.21   ,0.15   ,0.59   ,0.45
199506   ,0.33   ,0.59   ,4.02   ,0.05  ,-0.68   ,1.90
199507   ,4.45   ,4.75   ,6.07   ,4.91   ,4.59   ,4.85
199508   ,0.61   ,0.02   ,0.58  ,-0.71  ,-1.89  ,-1.38
199509  ,-0.89   ,0.91   ,2.94   ,0.76   ,2.17   ,3.02
199510  ,-4.54  ,-2.25  ,-2.63  ,-3.76  ,-0.81  ,-0.75
199511   ,0.97   ,1.98   ,2.39   ,3.51   ,3.48   ,2.64
199512   ,3.37   ,3.25   ,3.15   ,3.19   ,3.14   ,1.69
199601   ,2.26   ,1.44   ,1.33   ,1.49   ,1.66   ,1.21
199602   ,2.10   ,1.93   ,3.25   ,0.92   ,0.50   ,1.37
199603   ,1.32   ,2.21   ,2.47   ,2.08   ,1.49   ,1.41
199604   ,5.37   ,4.87   ,7.34   ,4.45   ,2.19   ,2.63
199605   ,1.84   ,1.78   ,4.07  ,-0.39   ,0.46   ,0.83
199606  ,-2.02  ,-0.94  ,-2.84  ,-0.79   ,0.52  ,-0.08
199607  ,-4.11  ,-4.19  ,-7.79  ,-3.70  ,-3.37  ,-5.01
199608   ,1.71   ,1.64   ,3.99   ,0.46   ,1.37   ,1.65
199609  ,-0.03   ,1.28   ,2.09   ,2.94   ,3.50   ,4.99
199610  ,-1.40  ,-0.20   ,0.14  ,-2.49   ,0.92   ,1.13
199611   ,1.94   ,2.14   ,1.41   ,4.70   ,5.52   ,5.04
199612  ,-1.63  ,-0.59  ,-0.81  ,-1.82  ,-1.19  ,-1.16
199701  ,-0.34  ,-0.91   ,0.32  ,-1.96   ,0.64   ,2.47
199702  ,-0.39   ,0.93  ,-0.57   ,1.18   ,1.72  ,-1.05
199703  ,-4.60  ,-2.88  ,-2.73  ,-2.84  ,-1.39  ,-2.77
199704  ,-3.20  ,-1.13  ,-0.97  ,-0.48   ,2.18   ,5.62
199705  ,11.66   ,8.49   ,8.65   ,9.00   ,6.32   ,7.30
199706   ,2.04   ,4.01   ,3.75   ,4.93   ,4.08   ,4.89
199707  ,-2.20   ,0.09   ,3.82   ,1.00   ,3.43   ,7.68
199708  ,-1.64  ,-0.83   ,1.99  ,-3.18  ,-5.70  ,-6.75
199709   ,0.60   ,3.51   ,6.86   ,2.75   ,4.94   ,7.67
199710  ,-3.22  ,-2.68  ,-6.09  ,-5.59  ,-4.69  ,-6.10
199711  ,-8.14  ,-3.30  ,-2.40   ,0.24   ,2.63   ,0.14
199712  ,-6.73  ,-1.35   ,0.58  ,-1.19   ,1.83   ,1.96
199801   ,6.74   ,0.64  ,-0.11   ,1.66   ,1.76   ,3.06
199802   ,8.20   ,6.13   ,7.43   ,8.58   ,7.00   ,5.82
199803   ,0.72   ,4.02   ,6.02   ,3.57   ,4.90   ,4.24
199804   ,0.22   ,1.24   ,2.38   ,1.00   ,0.65   ,1.86
199805  ,-3.46  ,-1.66  ,-2.20  ,-2.52  ,-1.03  ,-0.50
199806  ,-4.05  ,-2.24  ,-0.20  ,-1.34   ,2.27   ,4.39
199807  ,-5.32  ,-3.75  ,-2.46  ,-2.79  ,-0.90   ,1.93
199808 ,-16.44 ,-12.21 ,-15.75 ,-13.60 ,-13.22 ,-14.09
199809   ,0.91   ,0.22   ,3.52   ,4.77   ,0.78   ,1.56
199810   ,7.99   ,5.12   ,5.26  ,11.75   ,9.35   ,6.56
199811   ,4.47   ,3.82   ,6.10   ,5.98   ,4.86   ,5.50
199812   ,0.48   ,3.17   ,5.62  ,-0.51   ,3.33   ,9.41
199901   ,0.13  ,-1.12   ,4.31   ,0.34  ,-0.71   ,5.83
199902  ,-4.03  ,-3.73  ,-2.45  ,-0.74  ,-2.21  ,-4.50
199903   ,4.42   ,1.24   ,3.70   ,8.20   ,2.90   ,3.57
199904  ,10.75   ,5.52   ,6.42  ,10.46   ,6.54   ,0.32
199905   ,1.25   ,0.31   ,0.30  ,-2.91  ,-3.47  ,-3.11
199906   ,4.70   ,5.85  ,11.25   ,1.91   ,3.77   ,6.78
199907   ,1.36   ,1.83   ,3.86   ,0.12  ,-0.71   ,0.32
199908  ,-1.31  ,-0.06   ,5.14  ,-1.06   ,0.10   ,0.97
199909  ,-0.69   ,0.57   ,3.20  ,-3.65  ,-0.78   ,1.67
199910  ,-2.74  ,-1.45   ,2.73   ,2.44   ,5.01   ,7.05
199911  ,-0.06   ,0.33   ,8.91  ,-1.63   ,0.71  ,11.77
199912   ,2.16   ,3.07   ,9.70   ,0.34   ,3.14  ,17.11
200001  ,-2.59  ,-1.23   ,1.77  ,-7.03  ,-5.16  ,-5.43
200002   ,0.49   ,2.19  ,17.31  ,-5.57  ,-2.88  ,13.15
200003   ,6.61   ,3.83  ,-4.94   ,9.76   ,9.66  ,-3.14
200004  ,-4.71  ,-3.90 ,-16.22   ,0.67  ,-4.49  ,-9.33
200005   ,1.38   ,1.18  ,-6.56   ,4.09  ,-0.31 ,-10.01
200006   ,5.16   ,4.54  ,12.47   ,0.55   ,1.47   ,7.08
200007  ,-2.40  ,-2.25  ,-6.24  ,-3.12  ,-1.11  ,-4.51
200008   ,2.37   ,4.02   ,9.70   ,3.58   ,2.47   ,8.27
200009  ,-4.49  ,-2.40  ,-4.69  ,-2.87  ,-1.06 ,-10.02
200010  ,-6.70  ,-4.34  ,-9.54   ,3.04  ,-1.37  ,-7.21
200011  ,-4.98  ,-2.18 ,-10.39  ,-5.04  ,-3.71 ,-14.99
200012   ,1.89   ,3.89   ,5.09  ,-0.62   ,2.27   ,3.44
200101  ,12.60   ,2.47   ,1.23  ,11.31  ,-0.47  ,-5.33
200102  ,-8.40  ,-0.97  ,-2.84 ,-15.58  ,-6.49  ,-3.80
200103 ,-10.36  ,-4.32  ,-4.86 ,-10.61  ,-6.35  ,-5.03
200104   ,9.83   ,7.10   ,7.98  ,12.97   ,5.76   ,4.70
200105   ,1.14   ,2.01   ,2.91  ,-4.53   ,0.76   ,0.64
200106  ,-3.22   ,1.08   ,1.82  ,-4.67  ,-2.28  ,-0.68
200107  ,-7.70  ,-1.77  ,-2.49  ,-3.46  ,-1.30  ,-0.68
200108  ,-5.28   ,0.88   ,0.55  ,-8.84  ,-2.41  ,-0.76
200109 ,-20.53 ,-10.43  ,-9.99 ,-14.72  ,-6.82  ,-6.58
200110  ,11.74   ,3.28   ,4.15   ,4.94   ,1.12   ,1.04
200111  ,12.30   ,2.93   ,2.24  ,10.75   ,4.01   ,1.73
200112   ,2.60   ,0.39   ,1.41  ,-1.27   ,1.86   ,1.93
200201  ,-3.97  ,-1.38   ,0.04  ,-4.70  ,-2.45  ,-2.09
200202  ,-4.04   ,1.64   ,1.61  ,-3.54   ,0.72   ,1.41
200203   ,7.76   ,5.81   ,6.01   ,5.80   ,4.29   ,3.49
200204  ,-0.87   ,3.25   ,3.05  ,-6.83  ,-1.68   ,1.22
200205  ,-0.77   ,2.60   ,2.55  ,-0.51   ,0.54   ,1.36
200206  ,-8.03  ,-1.95  ,-0.62  ,-8.00  ,-4.63  ,-2.38
200207 ,-12.67  ,-8.05  ,-8.51  ,-9.36  ,-8.09  ,-7.44
200208  ,-2.36   ,0.03   ,0.62  ,-0.38   ,1.03   ,0.63
200209 ,-13.10  ,-6.19  ,-5.00 ,-14.96  ,-9.29  ,-5.55
200210   ,2.85  ,-0.31   ,1.35  ,10.44   ,4.80   ,2.95
200211  ,13.50   ,3.26   ,2.48  ,10.32   ,2.75   ,0.05
200212  ,-7.26  ,-0.35   ,1.89  ,-9.15  ,-2.93   ,0.41
200301  ,-1.89  ,-1.15   ,0.57  ,-2.19  ,-3.56  ,-1.76
200302  ,-3.45  ,-0.98   ,0.42  ,-3.32  ,-1.36  ,-0.40
200303  ,-1.14   ,0.10   ,0.64  ,-1.28   ,0.22   ,0.27
200304  ,14.41   ,7.65   ,6.29  ,13.66   ,7.58   ,5.34
200305  ,15.37   ,8.19   ,7.50   ,9.52   ,4.93   ,5.84
200306   ,6.58   ,4.10   ,3.53   ,3.42   ,1.61   ,1.06
200307   ,6.56   ,3.36   ,4.03   ,3.42   ,1.53   ,0.99
200308   ,6.80   ,4.04   ,5.92   ,3.30   ,1.95   ,2.35
200309   ,4.17   ,4.06   ,4.50   ,1.15   ,0.85   ,1.01
200310   ,5.28   ,6.01   ,9.18   ,4.04   ,5.32   ,9.32
200311   ,1.41   ,2.16   ,1.77   ,1.91   ,1.62   ,1.67
200312   ,5.05   ,4.40   ,4.84   ,7.05   ,5.37   ,3.45
200401   ,3.79   ,4.38   ,7.47   ,1.55   ,1.83   ,3.53
200402   ,1.87   ,2.37   ,2.06   ,2.04   ,2.22   ,1.39
200403   ,3.54   ,3.55   ,2.79  ,-0.89  ,-0.49   ,0.97
200404  ,-2.48  ,-2.46  ,-4.35  ,-0.22  ,-2.88  ,-4.60
200405  ,-0.53  ,-0.20  ,-0.80   ,0.72   ,1.21   ,0.31
200406   ,3.07   ,4.75   ,5.20   ,1.77   ,2.08   ,3.88
200407  ,-4.95  ,-3.65  ,-5.62  ,-3.08  ,-2.92  ,-6.26
200408  ,-0.51   ,0.29   ,0.06   ,0.71   ,0.16   ,0.99
200409   ,2.71   ,3.31   ,3.93   ,0.75   ,2.22   ,4.20
200410   ,3.08   ,3.39   ,3.19   ,3.24   ,2.27   ,2.43
200411   ,7.31   ,7.34   ,8.19   ,4.16   ,5.39   ,6.63
200412   ,4.35   ,3.93   ,4.70   ,4.37   ,4.17   ,2.91
200501  ,-1.63   ,0.40   ,1.61  ,-2.96  ,-1.49  ,-1.25
200502   ,2.05   ,3.15   ,4.84   ,2.28   ,3.39   ,4.01
200503  ,-3.09  ,-1.18  ,-1.34  ,-2.04  ,-1.75  ,-1.47
200504  ,-4.65  ,-2.78  ,-2.84  ,-2.29  ,-1.76  ,-3.47
200505   ,0.99   ,0.54   ,1.07   ,1.89   ,1.35   ,2.46
200506   ,2.64   ,3.32   ,3.99   ,0.20   ,0.86   ,3.99
200507   ,4.57   ,4.11   ,5.45   ,3.66   ,3.30   ,4.52
200508   ,0.67   ,1.85   ,3.38   ,0.36   ,0.82   ,3.99
200509   ,0.70   ,2.06   ,3.37   ,0.95   ,2.72   ,4.89
200510  ,-2.83  ,-1.77  ,-2.57  ,-1.29  ,-2.60  ,-3.84
200511   ,2.55   ,3.15   ,3.79   ,2.97   ,3.36   ,3.40
200512   ,3.09   ,4.59   ,6.54   ,2.04   ,2.68   ,3.64
200601   ,6.70   ,6.75   ,8.98   ,2.52   ,4.39   ,7.73
200602  ,-0.33  ,-0.16  ,-1.08   ,0.89   ,0.28  ,-2.08
200603   ,3.26   ,4.09   ,5.75   ,2.25   ,2.25   ,4.01
200604   ,2.49   ,3.10   ,4.67   ,2.81   ,3.26   ,3.56
200605  ,-4.79  ,-4.97  ,-6.59  ,-1.67  ,-4.08  ,-5.90
200606  ,-1.96  ,-1.11  ,-2.53  ,-0.22   ,0.10  ,-0.05
200607  ,-3.13  ,-1.48  ,-2.33   ,0.08   ,1.44  ,-1.26
200608   ,3.15   ,2.46   ,2.72   ,2.99   ,3.23   ,0.83
200609  ,-0.32   ,0.14  ,-0.26   ,1.60   ,1.06   ,0.90
200610   ,3.72   ,3.67   ,5.14   ,4.11   ,3.28   ,3.89
200611   ,2.62   ,2.90   ,3.70   ,3.04   ,2.27   ,2.91
200612   ,1.14   ,2.15   ,2.47   ,1.52   ,2.39   ,3.02
200701   ,2.02   ,1.83   ,2.84   ,0.84   ,1.46   ,1.33
200702   ,1.09   ,1.45   ,1.36  ,-0.14  ,-0.31  ,-0.49
200703   ,1.07   ,2.25   ,3.82   ,1.91   ,1.99   ,2.75
200704   ,2.00   ,2.49   ,5.98   ,4.81   ,4.40   ,3.37
200705   ,1.69   ,2.29   ,3.31   ,3.17   ,2.71   ,3.18
200706   ,0.16   ,0.50   ,1.09   ,0.36  ,-1.04  ,-0.36
200707  ,-2.99  ,-1.36  ,-0.14  ,-2.56  ,-2.66  ,-0.19
200708  ,-3.18  ,-3.26  ,-4.79  ,-0.56  ,-0.03  ,-0.67
200709   ,0.60   ,2.26   ,5.90   ,2.76   ,5.34   ,7.28
200710   ,2.18   ,3.64   ,6.24   ,1.61   ,3.83   ,5.04
200711  ,-7.56  ,-6.13  ,-8.55  ,-4.87  ,-2.90  ,-4.74
200712  ,-2.89  ,-1.36  ,-1.37  ,-3.97  ,-0.35  ,-0.23
200801  ,-6.62  ,-7.68 ,-11.02  ,-4.51  ,-7.61  ,-9.92
200802   ,0.38   ,1.88   ,3.86  ,-4.02  ,-0.21   ,2.65
200803  ,-2.81  ,-0.47  ,-2.13  ,-1.93  ,-0.37  ,-1.44
200804   ,3.12   ,2.32   ,2.85   ,7.04   ,3.97   ,6.36
200805   ,2.89   ,2.68   ,3.61  ,-1.16   ,2.01   ,3.46
200806 ,-11.60  ,-6.63  ,-3.72 ,-14.24  ,-8.50  ,-3.68
200807  ,-2.25  ,-1.47  ,-4.07   ,0.59  ,-1.31  ,-6.28
200808  ,-1.48  ,-2.14  ,-4.58  ,-0.13  ,-1.67  ,-3.67
200809 ,-14.71 ,-11.64 ,-13.43 ,-13.36  ,-9.68 ,-14.30
200810 ,-27.34 ,-20.25 ,-20.86 ,-24.53 ,-18.40 ,-15.95
200811 ,-10.89  ,-7.40  ,-5.07  ,-9.15  ,-4.83  ,-6.62
200812   ,8.26   ,6.80   ,6.63   ,5.82   ,4.36   ,2.83
200901  ,-6.31  ,-6.55  ,-8.06 ,-10.35  ,-8.53  ,-8.33
200902 ,-11.04  ,-9.87  ,-9.19 ,-12.04  ,-9.63  ,-9.50
200903  ,12.38   ,5.67   ,3.58  ,13.29   ,7.70   ,3.87
200904  ,29.99  ,12.62   ,5.01  ,26.22  ,10.51   ,2.68
200905  ,19.94  ,11.05   ,7.80  ,14.92   ,9.14   ,6.24
200906   ,0.89   ,2.41   ,2.40  ,-2.42  ,-0.68   ,1.51
200907  ,10.03   ,6.89   ,7.24  ,10.53   ,8.42   ,7.56
200908   ,8.79   ,4.58   ,2.58   ,7.26   ,3.54   ,1.00
200909   ,8.29   ,4.79   ,4.51   ,4.94   ,4.08   ,4.15
200910  ,-3.33  ,-2.28  ,-2.50  ,-4.01  ,-1.16  ,-1.54
200911   ,0.39   ,0.50   ,1.65   ,3.90   ,3.87   ,4.10
200912   ,2.42   ,2.05   ,3.76   ,0.40   ,2.43   ,3.25
201001  ,-0.85  ,-0.69  ,-1.73  ,-2.35  ,-4.28  ,-5.96
201002   ,0.60   ,1.19   ,1.86   ,0.43   ,1.42   ,2.17
201003   ,5.29   ,6.52   ,8.05   ,4.43   ,6.01   ,9.72
201004   ,3.00   ,3.82   ,4.87  ,-0.29  ,-0.15   ,1.39
201005  ,-9.75  ,-9.36 ,-10.48  ,-9.45  ,-9.38 ,-10.18
201006  ,-3.48  ,-2.01  ,-4.12  ,-3.28  ,-2.59  ,-4.41
201007   ,6.89   ,6.45   ,7.80   ,9.49   ,7.24   ,9.17
201008  ,-5.89  ,-4.11  ,-3.26  ,-4.84  ,-3.44  ,-2.87
201009  ,10.23  ,10.40  ,12.35   ,8.86   ,9.64  ,11.39
201010   ,3.24   ,3.49   ,3.86   ,4.03   ,3.70   ,4.42
201011  ,-2.08  ,-0.49   ,2.14  ,-4.10  ,-2.35   ,0.27
201012   ,9.84   ,9.41   ,9.96   ,8.11   ,6.98   ,7.19
201101   ,0.89   ,1.33   ,1.13   ,4.15   ,1.51   ,0.70
201102   ,2.53   ,3.55   ,4.30   ,2.83   ,4.00   ,3.49
201103  ,-0.65   ,0.40   ,0.26  ,-1.83  ,-0.34  ,-0.10
201104   ,2.30   ,3.20   ,4.46   ,3.85   ,4.97   ,4.74
201105  ,-3.53  ,-1.98  ,-2.26  ,-1.83  ,-2.06  ,-2.47
201106  ,-2.82  ,-0.71  ,-2.01  ,-2.54  ,-1.35  ,-0.41
201107  ,-1.80  ,-0.29   ,0.38  ,-2.53  ,-1.82  ,-0.71
201108  ,-8.76  ,-6.49  ,-8.16  ,-7.59  ,-6.14  ,-9.90
201109 ,-10.76  ,-8.39 ,-12.56  ,-8.11  ,-8.18 ,-12.03
201110  ,10.04   ,7.65   ,8.85  ,11.84   ,9.42  ,10.38
201111  ,-6.46  ,-2.93  ,-2.50  ,-5.88  ,-1.92  ,-0.81
201112  ,-1.71  ,-0.49  ,-0.26  ,-2.12  ,-0.09   ,0.53
201201  ,11.38   ,6.59   ,6.00  ,10.70   ,4.60   ,2.56
201202   ,5.92   ,3.80   ,3.03   ,7.01   ,4.27   ,4.68
201203  ,-1.15   ,1.98   ,2.23  ,-0.82   ,0.97   ,2.97
201204  ,-3.38  ,-0.77   ,0.86  ,-5.01  ,-0.52   ,0.48
201205 ,-12.85  ,-7.96  ,-8.08 ,-13.59  ,-8.92  ,-5.85
201206   ,3.72   ,3.84   ,3.69   ,6.10   ,5.11   ,4.15
201207  ,-2.59  ,-0.53   ,1.17  ,-1.53   ,1.51   ,2.16
201208   ,3.32   ,2.33   ,2.39   ,4.23   ,2.95   ,1.76
201209   ,4.74   ,3.53   ,4.05   ,4.45   ,2.47   ,2.60
201210  ,-1.17  ,-1.14   ,0.41   ,0.54  ,-0.42  ,-1.03
201211  ,-0.07   ,0.47   ,0.74   ,0.68   ,1.39   ,1.99
201212   ,5.06   ,3.35   ,3.55   ,3.64   ,1.76   ,1.56
201301   ,5.67   ,5.29   ,6.91   ,5.65   ,5.63   ,4.75
201302  ,-1.10   ,0.97   ,1.84  ,-2.37   ,0.73   ,1.06
201303   ,0.29   ,3.34   ,5.04   ,0.67   ,2.32   ,3.48
201304  ,-0.27   ,2.31   ,4.20   ,2.45   ,3.02   ,4.15
201305   ,1.30  ,-0.23  ,-0.24   ,1.31   ,0.23  ,-0.10
201306  ,-2.84  ,-1.31  ,-2.28  ,-3.54  ,-2.09  ,-2.52
201307   ,5.33   ,5.45   ,6.98   ,5.15   ,5.14   ,6.78
201308  ,-0.16  ,-0.97  ,-1.18  ,-0.88  ,-2.46  ,-2.51
201309   ,5.81   ,7.13   ,9.36   ,4.07   ,5.35   ,7.18
201310   ,1.51   ,3.44   ,2.26   ,3.73   ,4.11   ,3.58
201311   ,0.30   ,2.12   ,2.99   ,1.03   ,2.03   ,2.65
201312   ,1.39   ,1.89   ,2.64   ,1.82   ,2.15   ,2.79
201401  ,-1.11  ,-1.12  ,-0.51  ,-4.13  ,-3.76  ,-2.20
201402   ,3.41   ,3.40   ,4.75   ,4.67   ,4.99   ,6.30
201403   ,0.45   ,1.12  ,-0.39   ,1.22   ,0.91  ,-2.56
201404  ,-0.57  ,-0.95  ,-2.95   ,2.81   ,0.54  ,-1.59
201405   ,0.58   ,1.10   ,0.82   ,1.35   ,2.01   ,2.17
201406   ,4.38   ,3.51   ,4.11   ,1.46   ,1.79   ,2.32
201407  ,-3.66  ,-2.58  ,-2.43  ,-1.69  ,-2.05  ,-1.88
201408   ,1.13   ,1.28   ,1.87   ,2.13   ,1.76   ,2.18
201409  ,-6.65  ,-5.07  ,-5.03  ,-3.10  ,-2.81  ,-2.56
201410  ,-0.50   ,0.26  ,-1.25  ,-0.57   ,1.24  ,-0.10
201411  ,-1.33  ,-0.49  ,-0.40   ,1.39   ,1.79   ,2.43
201412  ,-1.08   ,0.45   ,0.24  ,-2.38  ,-1.28  ,-1.46
201501  ,-4.38  ,-1.07  ,-0.25  ,-3.66  ,-2.05   ,0.15
201502   ,6.83   ,5.14   ,4.95   ,8.02   ,5.39   ,5.06
201503  ,-1.17   ,0.14   ,1.15  ,-2.00  ,-1.16  ,-0.82
201504   ,5.29   ,3.09   ,3.99   ,5.48   ,2.63   ,0.17
201505  ,-0.51   ,1.00   ,3.85  ,-2.01   ,0.81   ,2.20
201506  ,-1.56   ,0.42   ,0.06  ,-3.54  ,-2.18  ,-1.19
201507  ,-3.95  ,-0.32  ,-1.33  ,-1.64   ,2.34   ,2.81
201508  ,-4.96  ,-3.92  ,-6.05  ,-6.08  ,-6.42  ,-6.36
201509  ,-6.80  ,-2.93  ,-3.01  ,-6.54  ,-2.63  ,-3.37
201510   ,7.12   ,4.86   ,4.07   ,8.21   ,7.80   ,6.05
201511  ,-0.44   ,1.14   ,1.96  ,-1.50  ,-0.17   ,0.23
201512  ,-3.48  ,-0.82  ,-0.29  ,-3.66  ,-1.57  ,-0.08
201601  ,-9.45  ,-7.34  ,-9.18  ,-6.53  ,-6.02  ,-5.62
201602   ,2.33   ,0.33  ,-0.90   ,0.60  ,-0.76  ,-1.59
201603  ,11.29   ,7.49   ,7.87   ,8.24   ,6.32   ,6.19
201604   ,5.87   ,3.26   ,2.68   ,3.37   ,1.99   ,0.04
201605  ,-1.37  ,-0.10   ,1.24  ,-1.40   ,0.69   ,1.84
201606  ,-4.74  ,-2.68  ,-0.09  ,-5.83  ,-1.18   ,1.71
201607   ,6.02   ,5.82   ,5.68   ,6.55   ,3.71   ,3.47
201608   ,2.42   ,0.91  ,-0.84   ,2.54   ,0.22  ,-1.90
201609   ,2.18   ,2.74   ,4.04  ,-0.10   ,0.76   ,1.29
201610  ,-2.51  ,-1.87  ,-3.17  ,-0.96  ,-1.84  ,-2.58
201611   ,4.09   ,2.28   ,0.14   ,3.60   ,0.97  ,-0.66
201612   ,2.76   ,2.91   ,1.54   ,2.92   ,2.53   ,1.14
201701   ,2.46   ,2.97   ,4.33   ,2.30   ,2.43   ,3.95
201702   ,1.86   ,1.47   ,1.24   ,3.62   ,2.44   ,0.48
201703   ,1.65   ,1.97   ,1.16   ,1.12   ,1.63   ,1.84
201704   ,1.63   ,2.48   ,1.77   ,1.94   ,1.83   ,1.92
201705   ,0.47   ,1.69   ,2.02   ,2.00   ,2.37   ,2.63
201706   ,2.31   ,2.53   ,2.71   ,0.00   ,0.61   ,0.61
201707   ,2.08   ,2.43   ,3.70   ,1.78   ,2.31   ,3.71
201708  ,-0.94  ,-0.30   ,1.07  ,-0.79   ,0.41   ,1.09
201709   ,3.68   ,3.57   ,4.24   ,2.67   ,2.04   ,2.11
201710  ,-0.56   ,1.36   ,2.02  ,-0.41   ,2.27   ,3.90
201711   ,0.75   ,1.79   ,1.88   ,2.27   ,1.92   ,2.07
201712   ,2.27   ,1.94   ,2.50   ,2.59   ,1.35   ,0.24
201801   ,2.97   ,3.86   ,5.51   ,3.63   ,5.06   ,7.62
201802  ,-4.23  ,-2.91  ,-3.01  ,-5.65  ,-4.25  ,-2.02
201803  ,-0.63  ,-0.33  ,-1.13  ,-0.64  ,-1.98  ,-2.36
201804   ,1.70   ,1.00   ,0.18   ,0.81   ,1.12   ,1.33
201805   ,0.85   ,0.80   ,3.06  ,-1.34   ,0.40   ,2.66
201806  ,-0.97  ,-1.06  ,-1.64   ,1.13  ,-0.75  ,-0.97
201807   ,0.90   ,0.76  ,-0.14   ,3.99   ,3.02   ,1.76
