This file was created using the 202002 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 2 ME portfolios
and 3 prior return portfolios in Emerging_Markets.

The portfolios are constructed monthly.  ME is market cap at the end of the
previous month.  Prior return is from -12 to - 2.

Missing data are indicated by -99.99.



  Average Value Weighted Returns -- Monthly
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
199211   ,3.02   ,2.02  ,-0.51   ,3.98  ,-0.29  ,-1.77
199212   ,5.67   ,8.13   ,7.66   ,2.70   ,1.25   ,1.82
199301   ,1.44   ,0.87   ,6.95   ,0.39   ,0.34   ,2.79
199302  ,-0.78   ,1.25  ,-1.21   ,1.29   ,0.98   ,1.31
199303  ,-3.23  ,-2.49  ,-0.75  ,-1.66  ,-0.37  ,-1.09
199304  ,-5.58   ,1.38   ,2.57  ,-0.05   ,0.69   ,2.17
199305  ,10.68   ,9.84  ,10.54   ,5.11   ,4.28   ,4.66
199306  ,-1.24   ,0.81   ,1.93   ,0.57  ,-1.20  ,-0.51
199307   ,4.81   ,6.01   ,4.40   ,1.37   ,1.23   ,2.28
199308   ,4.86   ,2.90  ,-8.55   ,3.04   ,0.69   ,1.59
199309   ,3.48  ,10.23  ,14.65   ,6.09   ,5.83   ,7.47
199310   ,6.28   ,9.57  ,11.89   ,8.11   ,9.98   ,9.09
199311   ,5.06   ,7.13   ,3.03   ,7.96   ,8.59   ,6.32
199312   ,8.83   ,7.77   ,2.92  ,13.57  ,17.58  ,14.31
199401   ,6.91  ,-1.24  ,-3.70   ,0.63   ,2.71   ,2.02
199402   ,1.11   ,3.78   ,5.31  ,-0.23   ,0.55  ,-0.96
199403  ,-1.79  ,-3.68  ,-8.22  ,-5.50  ,-8.01  ,-9.39
199404  ,-4.91  ,-1.16   ,0.74  ,-1.37  ,-0.24   ,4.12
199405   ,6.25   ,4.16   ,0.37   ,4.74   ,2.08  ,-1.26
199406   ,4.77   ,3.07   ,2.55   ,1.23  ,-0.13   ,0.54
199407   ,8.56   ,6.31   ,6.40   ,2.79   ,3.79   ,6.59
199408   ,6.10   ,8.06  ,10.66   ,3.33   ,7.46   ,8.25
199409   ,2.98   ,2.29   ,2.30  ,-0.39   ,0.75   ,1.82
199410   ,4.18   ,7.33   ,4.82   ,1.67   ,2.46   ,1.62
199411   ,0.17  ,-0.80   ,1.84  ,-3.14  ,-3.79  ,-4.26
199412   ,3.79  ,-0.06  ,-1.58  ,-2.14  ,-1.21  ,-2.48
199501  ,-9.67  ,-9.67  ,-7.32 ,-12.40 ,-10.69  ,-9.87
199502   ,2.45  ,-0.88  ,-4.20  ,-0.28  ,-0.19  ,-0.10
199503  ,-1.98   ,1.00   ,0.98   ,0.48   ,1.77   ,2.62
199504  ,-3.41  ,-3.35  ,-3.70  ,-2.00  ,-2.01  ,-3.14
199505   ,3.77   ,2.22   ,0.93   ,3.95   ,3.48   ,2.22
199506  ,-1.65  ,-0.49  ,-0.70  ,-1.62  ,-1.01  ,-0.33
199507   ,2.99   ,3.96   ,3.35   ,4.22   ,2.76   ,1.96
199508  ,-4.50  ,-3.79  ,-3.85  ,-4.62  ,-4.70  ,-2.83
199509   ,1.32  ,-0.64   ,0.68   ,2.00   ,1.10   ,0.16
199510  ,-3.25  ,-1.49  ,-0.63  ,-2.96  ,-3.08  ,-2.18
199511  ,-6.12  ,-4.23  ,-2.87  ,-6.00  ,-5.12  ,-4.67
199512   ,0.72   ,1.96   ,1.90   ,0.97   ,0.61   ,2.52
199601   ,3.08   ,2.61   ,4.37   ,2.35   ,1.84   ,2.77
199602   ,1.72   ,3.83   ,4.30   ,1.24   ,2.49   ,2.91
199603  ,-0.81   ,1.72   ,4.43   ,0.98   ,0.89   ,1.49
199604   ,5.44   ,5.75   ,2.24   ,7.03   ,7.54   ,6.22
199605  ,-3.05  ,-1.05  ,-4.05  ,-3.96  ,-3.17  ,-1.58
199606  ,-1.25   ,0.74   ,3.51  ,-2.06  ,-1.12   ,1.07
199607  ,-4.34  ,-1.68  ,-1.13  ,-5.75  ,-4.60  ,-2.51
199608   ,0.02   ,1.13   ,4.02  ,-0.89   ,0.51   ,0.68
199609  ,-0.83   ,2.44   ,5.05  ,-1.82  ,-0.84   ,1.44
199610  ,-2.11  ,-0.31   ,2.13  ,-1.63  ,-2.17  ,-1.84
199611  ,-0.73   ,0.37   ,0.95  ,-1.67   ,0.81   ,1.04
199612   ,1.45  ,-2.26  ,-2.86  ,-1.81  ,-1.08  ,-1.13
199701   ,6.05   ,5.50   ,9.01   ,5.69   ,5.77   ,8.59
199702   ,2.51   ,5.18   ,7.01   ,2.88   ,3.64   ,3.86
199703  ,-2.37   ,0.10   ,1.32  ,-4.61  ,-3.00  ,-0.82
199704  ,-2.47   ,1.31   ,0.22  ,-2.18   ,0.17   ,0.30
199705  ,-2.03  ,-0.79   ,0.70   ,0.60   ,0.23   ,1.88
199706   ,1.69   ,1.55   ,2.88   ,0.60   ,1.63   ,4.80
199707   ,8.43   ,1.83  ,-0.12  ,-1.03  ,-0.27   ,1.57
199708  ,-7.59  ,-7.52  ,-7.46 ,-10.96 ,-10.14  ,-9.54
199709  ,-2.78  ,-1.73  ,-3.38  ,-2.47  ,-2.07  ,-1.84
199710 ,-11.49 ,-12.00 ,-13.35 ,-17.86 ,-18.74 ,-17.76
199711 ,-16.23 ,-13.28 ,-13.38 ,-22.61 ,-15.87 ,-11.13
199712 ,-13.58 ,-13.82 ,-14.20 ,-16.74 ,-12.56 ,-14.03
199801   ,1.59   ,4.42   ,1.38   ,4.95   ,2.32   ,2.37
199802  ,19.20  ,14.47   ,5.12  ,19.20  ,14.22  ,13.47
199803  ,12.00   ,7.36   ,5.50   ,5.40   ,4.27   ,3.81
199804  ,-4.06   ,1.98   ,3.09  ,-5.49  ,-4.80  ,-1.25
199805  ,-8.79  ,-6.88  ,-2.59 ,-12.86 ,-11.21  ,-9.19
199806 ,-13.68 ,-10.25  ,-8.64 ,-14.53 ,-11.18 ,-10.62
199807   ,5.68   ,2.27   ,1.12   ,6.20   ,2.70   ,2.90
199808 ,-10.74 ,-10.94  ,-8.50 ,-20.78 ,-18.16 ,-17.70
199809   ,7.18   ,3.49   ,0.06  ,10.99   ,6.79   ,3.89
199810  ,13.36   ,2.94   ,2.55  ,11.67   ,4.86   ,2.89
199811  ,32.17   ,9.32   ,2.37  ,27.94  ,13.78   ,6.15
199812   ,3.57   ,2.57   ,2.08   ,3.66   ,5.12   ,4.53
199901   ,6.20   ,2.47   ,2.51  ,-3.24  ,-1.96  ,-1.29
199902  ,-1.30  ,-1.53  ,-2.13  ,-1.76  ,-1.88  ,-1.18
199903   ,5.87   ,7.08   ,7.45   ,9.42  ,10.96  ,11.18
199904  ,11.98   ,9.67   ,9.87  ,19.07  ,14.54  ,10.71
199905  ,14.63  ,11.33   ,9.09   ,6.26   ,6.11   ,5.22
199906  ,25.09  ,17.03  ,15.97  ,12.01  ,13.75  ,14.03
199907   ,3.19   ,3.99   ,9.12  ,-0.78   ,0.27   ,0.46
199908   ,6.61   ,6.22   ,8.05   ,2.44   ,4.95   ,7.21
199909  ,-2.62  ,-5.89  ,-3.47  ,-3.88  ,-4.31  ,-4.02
199910   ,1.92   ,6.31  ,11.16   ,1.80   ,3.30   ,5.41
199911   ,3.22   ,4.32   ,9.82   ,3.94   ,4.14   ,8.55
199912   ,7.50  ,10.08   ,8.68   ,8.58   ,8.99  ,11.79
200001   ,9.89   ,5.03   ,5.12   ,3.63   ,3.95   ,3.82
200002   ,5.64   ,7.72  ,12.95  ,-3.14   ,0.26   ,5.02
200003   ,4.69   ,3.40   ,1.93  ,-1.50  ,-1.99  ,-1.63
200004  ,-6.80  ,-6.87 ,-12.52  ,-8.47 ,-10.63 ,-14.63
200005  ,-5.46  ,-3.32  ,-3.82  ,-2.90  ,-3.62  ,-6.20
200006   ,0.63   ,1.18   ,3.02   ,0.45  ,-0.43  ,-0.89
200007  ,-2.41  ,-2.84  ,-5.35  ,-2.70  ,-2.71  ,-5.43
200008   ,3.21   ,2.51   ,4.90  ,-0.37  ,-0.29   ,1.43
200009  ,-6.49  ,-6.32  ,-8.34  ,-9.00  ,-8.31 ,-10.77
200010 ,-10.15  ,-7.59  ,-8.72  ,-9.91  ,-8.23 ,-10.16
200011  ,-1.82  ,-1.95  ,-1.83  ,-5.45  ,-3.97  ,-5.79
200012  ,-1.84  ,-2.81  ,-4.40  ,-3.22  ,-0.13  ,-2.42
200101  ,12.42   ,7.96  ,11.68  ,21.21   ,8.61   ,5.95
200102  ,-2.67   ,0.02   ,0.37  ,-7.32  ,-2.62   ,0.19
200103 ,-11.35  ,-7.52  ,-7.29 ,-13.33  ,-9.61  ,-7.01
200104   ,0.19   ,0.37   ,2.18   ,3.76   ,1.66   ,2.56
200105   ,3.00   ,5.32   ,3.05   ,2.29   ,3.86   ,3.77
200106  ,-1.82  ,-0.15   ,1.19  ,-3.80  ,-0.42   ,0.54
200107  ,-3.73  ,-4.39  ,-4.89  ,-5.03  ,-3.45  ,-4.64
200108   ,2.00   ,1.70   ,1.62  ,-2.37   ,1.63   ,1.42
200109 ,-16.30 ,-10.66 ,-10.19 ,-19.89 ,-12.44 ,-10.38
200110   ,7.96   ,5.44   ,4.69   ,6.28   ,4.91   ,4.86
200111  ,14.60   ,8.17   ,5.32  ,16.96  ,11.41   ,8.82
200112   ,2.11   ,3.52   ,0.99   ,6.81   ,5.10   ,6.38
200201   ,7.19   ,4.21   ,4.60   ,4.46   ,4.39   ,5.21
200202  ,-1.96   ,0.08   ,1.88  ,-0.30   ,1.34   ,3.41
200203   ,7.78   ,5.41   ,4.02   ,6.50   ,5.49   ,7.47
200204   ,2.09   ,4.93   ,6.76   ,0.54   ,1.40   ,1.30
200205   ,1.68   ,0.31  ,-0.85  ,-2.73  ,-1.38  ,-1.75
200206  ,-1.02   ,2.44   ,1.36  ,-6.17  ,-4.13  ,-4.45
200207  ,-4.88  ,-4.71  ,-4.57  ,-5.39  ,-3.27  ,-3.41
200208  ,-1.04   ,1.14  ,-1.26   ,1.43   ,1.15   ,1.08
200209 ,-12.01  ,-8.42  ,-7.49 ,-12.18  ,-9.71  ,-9.84
200210   ,1.99   ,2.74   ,4.85   ,3.51   ,4.37   ,4.27
200211   ,4.57   ,7.29   ,6.66   ,5.97   ,5.65   ,5.12
200212  ,-3.85  ,-0.49   ,0.41  ,-3.74  ,-0.21   ,0.21
200301   ,0.47   ,1.26   ,2.82   ,0.90   ,1.88   ,3.35
200302  ,-2.35  ,-1.02  ,-0.96  ,-3.25  ,-2.17  ,-2.68
200303  ,-8.16  ,-4.69  ,-4.14  ,-4.41  ,-3.22  ,-2.32
200304  ,11.36   ,6.96   ,7.57   ,9.66   ,7.64   ,7.93
200305  ,11.59  ,10.77   ,9.76  ,10.99   ,9.94  ,10.38
200306  ,10.29   ,7.76   ,8.20   ,9.23   ,6.07   ,6.10
200307   ,5.08   ,6.07   ,7.13   ,5.01   ,4.75   ,5.66
200308   ,3.71   ,6.77   ,7.08   ,5.71   ,7.98   ,7.96
200309  ,-0.48  ,-0.60   ,1.08   ,1.73   ,3.29   ,4.19
200310   ,1.35   ,5.09   ,6.64   ,5.19   ,8.10  ,10.88
200311   ,4.43   ,6.27   ,4.57   ,1.44   ,1.55   ,1.71
200312  ,10.15  ,10.35   ,8.61   ,6.52   ,8.37  ,10.05
200401  ,-0.33   ,0.66   ,2.01   ,3.13   ,2.76   ,2.91
200402   ,1.03   ,0.85   ,2.50   ,4.47   ,3.83   ,3.62
200403   ,0.72  ,-0.36   ,2.02  ,-0.45   ,0.44   ,0.19
200404   ,1.21   ,2.01   ,0.68  ,-3.29  ,-2.67  ,-4.92
200405  ,-4.73  ,-5.89  ,-6.50  ,-4.77  ,-5.60  ,-5.48
200406  ,-1.67  ,-1.47  ,-1.59  ,-0.63   ,0.65  ,-1.17
200407   ,0.15   ,1.62   ,1.23  ,-0.78   ,0.87   ,1.69
200408   ,4.09   ,4.72   ,6.46   ,2.85   ,3.00   ,3.44
200409   ,6.77   ,7.52   ,7.75   ,4.96   ,5.73   ,7.91
200410   ,1.68   ,4.14   ,5.31   ,1.03   ,2.35   ,2.14
200411   ,9.27  ,11.56  ,16.26   ,8.00   ,8.68   ,9.96
200412   ,5.96   ,9.46  ,11.58   ,5.41   ,5.99   ,6.28
200501   ,7.97   ,7.06   ,3.62   ,0.60   ,2.16   ,2.35
200502   ,7.47  ,10.13  ,11.26   ,5.80   ,6.44   ,7.84
200503  ,-2.77  ,-2.98  ,-2.32  ,-5.59  ,-4.41  ,-3.85
200504  ,-2.95  ,-0.61   ,2.51  ,-4.69  ,-2.84  ,-2.41
200505   ,1.75   ,6.04  ,12.53   ,1.78   ,2.16   ,2.17
200506   ,4.57   ,4.90   ,5.45   ,2.64   ,2.47   ,3.63
200507   ,5.98   ,9.40  ,13.61   ,4.47   ,5.92   ,8.51
200508  ,-1.31   ,3.55  ,16.93  ,-0.62   ,1.09   ,1.43
200509   ,1.81   ,4.25  ,-4.34   ,5.70   ,6.23   ,7.04
200510  ,-2.47  ,-1.35 ,-12.09  ,-6.21  ,-4.25  ,-4.99
200511   ,4.87   ,7.93   ,9.73   ,5.89   ,6.48   ,8.40
200512   ,4.63   ,5.91   ,5.35   ,5.10   ,5.53   ,6.42
200601   ,7.88   ,6.64   ,9.58   ,6.62   ,8.18   ,9.78
200602   ,0.80   ,0.29  ,-1.08   ,1.63   ,1.31   ,0.86
200603   ,1.32   ,2.67   ,3.68   ,1.30   ,2.15   ,4.54
200604   ,8.72  ,10.51  ,11.47   ,7.80   ,7.66  ,10.25
200605  ,-6.55  ,-6.21  ,-8.60  ,-8.75  ,-8.55  ,-9.15
200606  ,-5.84  ,-5.68  ,-6.75  ,-3.95  ,-3.47  ,-5.17
200607  ,-1.75   ,0.29   ,0.48   ,0.46   ,1.90   ,2.73
200608   ,4.60   ,3.82   ,3.89   ,4.02   ,3.62   ,3.63
200609   ,4.43   ,3.35   ,4.71   ,4.55   ,2.93   ,2.61
200610   ,5.13   ,6.52   ,9.47   ,4.81   ,6.06   ,7.03
200611   ,7.26   ,8.85  ,11.49   ,6.41   ,7.66   ,8.43
200612   ,3.72   ,4.56   ,5.27   ,2.80   ,4.34   ,3.70
200701   ,5.51   ,4.34   ,5.57   ,0.00   ,1.41   ,1.58
200702   ,0.42   ,2.62   ,3.01   ,0.82   ,1.41   ,3.16
200703   ,3.24   ,4.09   ,4.08   ,3.69   ,4.46   ,6.63
200704   ,7.76   ,8.35   ,9.45   ,6.03   ,7.28   ,8.39
200705   ,6.09   ,6.37   ,9.44   ,5.89   ,6.99   ,8.31
200706   ,5.09   ,6.88   ,7.07   ,4.79   ,4.47   ,4.93
200707   ,5.34   ,8.39   ,8.14   ,5.40   ,6.63   ,8.22
200708  ,-2.93  ,-3.57  ,-4.22  ,-4.80  ,-4.81  ,-5.88
200709   ,7.17   ,7.75   ,8.39   ,7.08   ,8.14   ,8.78
200710   ,1.38   ,3.39   ,3.92   ,5.44   ,7.30   ,8.84
200711  ,-1.18  ,-1.98  ,-2.22  ,-5.34  ,-6.15  ,-7.64
200712   ,9.84  ,11.76   ,8.06   ,2.57   ,1.74   ,2.13
200801 ,-11.59 ,-12.57 ,-11.60 ,-10.12 ,-11.12 ,-14.40
200802   ,3.11   ,3.16   ,1.86   ,4.43   ,5.67   ,9.31
200803  ,-7.21  ,-6.47  ,-8.04  ,-4.93  ,-4.79  ,-5.97
200804   ,4.51   ,6.15   ,9.02   ,5.46   ,5.01   ,6.34
200805  ,-2.66  ,-1.49  ,-0.76  ,-1.65  ,-1.67   ,0.12
200806 ,-10.57  ,-9.49 ,-10.53 ,-12.79 ,-11.18 ,-10.66
200807  ,-1.36  ,-0.04  ,-0.19  ,-0.48   ,0.45  ,-2.91
200808  ,-8.08  ,-4.36  ,-5.20  ,-6.29  ,-5.38  ,-7.28
200809 ,-18.40 ,-14.23 ,-13.85 ,-18.37 ,-15.94 ,-17.62
200810 ,-28.72 ,-24.38 ,-23.92 ,-31.59 ,-27.35 ,-27.41
200811  ,-9.41  ,-9.24  ,-6.27  ,-9.26  ,-6.65  ,-5.19
200812  ,12.65  ,10.06   ,6.30  ,14.06  ,10.37   ,6.23
200901  ,-3.29  ,-4.19  ,-3.12  ,-4.83  ,-6.02  ,-5.70
200902  ,-3.91  ,-4.41  ,-4.12  ,-6.34  ,-4.61  ,-4.40
200903  ,13.88  ,10.57   ,7.30  ,18.09  ,12.71  ,10.16
200904  ,28.24  ,19.76  ,10.90  ,28.32  ,19.02  ,12.50
200905  ,33.33  ,20.62  ,11.94  ,27.51  ,18.81  ,11.83
200906   ,0.00  ,-0.43  ,-0.35  ,-0.80  ,-0.51   ,0.26
200907   ,9.18   ,8.23  ,11.25  ,13.16  ,11.42  ,10.38
200908   ,6.82   ,4.38   ,3.07   ,2.73   ,1.22   ,0.54
200909   ,8.59   ,7.35   ,7.99   ,9.12   ,7.81   ,7.99
200910   ,0.41   ,0.13   ,0.67  ,-0.94  ,-0.47  ,-0.37
200911   ,3.43   ,3.94   ,2.27   ,2.44   ,3.27   ,3.76
200912   ,5.86   ,8.42   ,8.22   ,4.82   ,5.57   ,6.77
201001   ,2.21   ,1.56   ,2.80  ,-1.69  ,-1.86  ,-3.48
201002   ,0.36   ,1.01   ,1.73   ,0.52   ,0.33   ,0.73
201003   ,5.71   ,8.57   ,8.36   ,7.37   ,8.80   ,9.86
201004   ,5.03   ,7.69   ,6.73   ,1.86   ,2.63   ,3.41
201005  ,-9.89 ,-10.37 ,-10.78  ,-9.29  ,-9.02  ,-9.47
201006   ,1.80   ,2.54   ,2.82   ,1.16   ,2.33   ,1.51
201007   ,6.36   ,7.54   ,7.97   ,7.24   ,7.33   ,8.21
201008  ,-0.69   ,0.71   ,0.15  ,-0.77   ,1.34   ,1.50
201009  ,10.47   ,9.63  ,10.39  ,11.42  ,11.54  ,12.16
201010   ,4.21   ,4.77   ,4.97   ,2.76   ,3.05   ,3.40
201011  ,-4.71  ,-4.10  ,-4.43  ,-4.13  ,-1.99  ,-1.61
201012   ,5.30   ,5.82   ,5.06   ,6.58   ,6.75   ,5.68
201101  ,-3.07  ,-2.57  ,-3.73  ,-2.86  ,-2.71  ,-2.21
201102  ,-3.31  ,-2.30  ,-3.27  ,-3.55  ,-2.87  ,-2.65
201103   ,2.77   ,3.47   ,4.55   ,4.05   ,5.23   ,6.90
201104   ,4.53   ,6.08   ,6.57   ,2.66   ,5.22   ,6.48
201105  ,-4.63  ,-2.18  ,-3.70  ,-2.69  ,-1.60  ,-1.17
201106  ,-1.42  ,-0.90  ,-0.53  ,-2.11  ,-0.93  ,-0.89
201107   ,3.24   ,3.91   ,4.25  ,-0.76   ,1.37   ,3.07
201108 ,-11.77  ,-8.96  ,-9.51 ,-11.67  ,-8.70  ,-8.58
201109 ,-11.85 ,-11.58 ,-13.15 ,-14.03 ,-13.03 ,-15.12
201110   ,8.00   ,7.41   ,8.59  ,10.43   ,8.87   ,9.22
201111  ,-9.94  ,-6.32  ,-6.14  ,-9.94  ,-7.16  ,-4.98
201112  ,-3.23  ,-1.26  ,-0.83  ,-1.58  ,-0.81  ,-1.09
201201  ,17.53  ,10.75  ,10.30  ,16.17  ,10.81   ,8.36
201202   ,9.63   ,8.01   ,6.22  ,10.45   ,6.64   ,6.04
201203  ,-5.38  ,-2.55  ,-1.67  ,-4.82  ,-2.17  ,-0.05
201204  ,-3.28  ,-1.49  ,-1.00  ,-3.87  ,-1.57   ,0.30
201205 ,-11.10  ,-7.73  ,-7.11 ,-10.46  ,-8.31  ,-7.22
201206   ,3.07   ,3.18   ,4.71   ,2.96   ,4.07   ,3.96
201207  ,-1.69   ,0.24   ,0.12  ,-1.55   ,0.94   ,1.68
201208   ,0.26   ,2.41   ,3.69   ,0.80   ,1.84   ,3.07
201209   ,7.82   ,6.59   ,6.48   ,8.18   ,5.99   ,5.65
201210  ,-1.37  ,-0.40   ,0.33  ,-3.57  ,-0.82   ,0.32
201211  ,-0.42   ,0.74   ,0.97   ,0.92   ,1.42   ,2.67
201212   ,2.64   ,3.04   ,2.56   ,5.38   ,4.24   ,4.61
201301   ,2.50   ,1.91   ,4.68   ,1.48   ,1.54   ,2.13
201302  ,-3.52  ,-0.68   ,1.18  ,-1.82   ,0.16   ,1.46
201303  ,-2.66  ,-0.21  ,-0.81  ,-2.47  ,-0.15   ,1.36
201304   ,0.66   ,2.83   ,3.86  ,-0.10   ,2.08   ,4.00
201305  ,-0.25   ,0.73   ,1.01  ,-1.48  ,-0.06   ,0.50
201306  ,-7.50  ,-6.59  ,-6.67  ,-8.06  ,-6.73  ,-7.62
201307  ,-0.17   ,1.69   ,2.17   ,0.32   ,0.90   ,1.82
201308  ,-4.65  ,-3.48  ,-3.90  ,-2.52  ,-3.75  ,-4.76
201309   ,8.84   ,6.72   ,8.22   ,7.74   ,6.53   ,7.31
201310   ,5.06   ,4.62   ,4.62   ,4.33   ,3.82   ,5.10
201311  ,-1.32  ,-0.88  ,-0.37  ,-1.69  ,-1.86  ,-0.60
201312   ,2.53   ,1.69   ,0.62  ,-0.38  ,-0.15   ,0.37
201401  ,-1.71  ,-1.07  ,-0.52  ,-4.94  ,-4.45  ,-2.85
201402   ,3.99   ,5.05   ,6.17   ,3.43   ,4.05   ,7.10
201403   ,3.61   ,3.23   ,2.99   ,3.90   ,3.09   ,2.45
201404   ,4.24   ,2.86   ,2.52   ,1.36   ,0.94  ,-0.44
201405   ,7.44   ,5.65   ,6.10   ,4.30   ,3.49   ,4.63
201406   ,4.37   ,5.47   ,5.63   ,1.82   ,2.71   ,3.71
201407  ,-0.58   ,0.08   ,0.92   ,1.19   ,1.59   ,1.15
201408   ,0.75   ,2.53   ,2.98   ,0.62   ,2.10   ,2.75
201409  ,-1.61  ,-0.41   ,0.55  ,-4.53  ,-4.17  ,-3.67
201410  ,-1.88  ,-1.15   ,0.33  ,-2.01  ,-0.54  ,-1.22
201411  ,-1.70  ,-1.66   ,0.02  ,-1.73  ,-0.56  ,-1.21
201412  ,-4.02  ,-1.96  ,-2.93  ,-3.06  ,-1.97  ,-2.67
201501   ,0.57   ,2.11   ,4.14  ,-0.88   ,0.51   ,2.85
201502   ,3.12   ,2.51   ,2.08   ,2.98   ,2.01   ,2.53
201503  ,-2.43  ,-0.51  ,-1.45  ,-2.79  ,-0.72   ,0.47
201504   ,6.74   ,7.09   ,7.06   ,6.57   ,5.88   ,5.26
201505  ,-1.49  ,-0.39   ,0.16  ,-3.05  ,-1.78  ,-0.27
201506  ,-2.99  ,-0.54  ,-1.31  ,-4.30  ,-1.20  ,-1.01
201507  ,-1.52  ,-0.61   ,0.21  ,-7.18  ,-4.85  ,-4.81
201508  ,-9.59  ,-8.22  ,-9.47 ,-10.10  ,-8.47  ,-7.77
201509   ,1.20   ,1.62   ,2.34  ,-0.10  ,-1.07  ,-0.69
201510   ,7.33   ,6.12   ,6.08   ,6.96   ,5.33   ,4.20
201511  ,-1.71   ,0.14   ,1.00  ,-4.66  ,-2.19  ,-1.06
201512   ,2.23   ,2.29   ,2.91  ,-1.39  ,-0.05  ,-0.57
201601  ,-6.26  ,-4.69  ,-6.27  ,-6.73  ,-4.89  ,-4.08
201602  ,-0.17  ,-1.24  ,-6.44   ,1.24  ,-0.05  ,-2.04
201603  ,11.73   ,9.87  ,10.48  ,14.86  ,10.30   ,8.58
201604   ,3.35   ,2.82   ,3.85   ,1.51   ,1.11   ,0.82
201605  ,-4.46  ,-2.33  ,-2.16  ,-5.72  ,-3.03  ,-1.75
201606   ,3.52   ,3.45   ,3.76   ,2.68   ,2.55   ,3.07
201607   ,5.75   ,4.52   ,5.55   ,5.55   ,4.15   ,4.91
201608   ,0.58   ,1.35   ,1.20   ,0.82   ,1.57   ,1.46
201609   ,1.39   ,2.11   ,3.71   ,0.54   ,0.52   ,0.96
201610   ,1.21   ,1.89   ,2.58  ,-2.09  ,-1.02  ,-1.36
201611  ,-6.37  ,-5.46  ,-6.25  ,-4.65  ,-4.94  ,-5.82
201612   ,1.05   ,1.52   ,1.91   ,1.19   ,0.54   ,0.64
201701   ,5.70   ,5.40   ,6.79   ,4.12   ,3.91   ,6.09
201702   ,3.75   ,4.25   ,3.49   ,5.00   ,4.22   ,4.49
201703   ,2.52   ,4.39   ,4.40   ,1.92   ,3.31   ,3.16
201704   ,1.81   ,3.09   ,4.16   ,1.23   ,1.60   ,1.74
201705  ,-0.62   ,0.86   ,0.50   ,1.74   ,2.73   ,2.60
201706  ,-0.26   ,0.81   ,1.30  ,-0.59   ,0.47   ,1.46
201707   ,1.92   ,2.91   ,3.61   ,1.39   ,2.73   ,4.96
201708  ,-0.99   ,0.70   ,0.57   ,0.24   ,0.94   ,2.17
201709  ,-0.41  ,-0.66   ,0.16  ,-0.84  ,-1.13   ,0.15
201710   ,2.92   ,3.34   ,6.39   ,2.14   ,2.77   ,3.90
201711   ,1.74   ,2.14   ,2.12   ,0.16   ,1.28   ,1.66
201712   ,3.29   ,4.10   ,4.90   ,3.39   ,3.80   ,4.01
201801   ,5.66   ,5.69   ,5.94   ,5.04   ,5.73   ,6.33
201802  ,-3.66  ,-2.18  ,-3.20  ,-4.53  ,-3.61  ,-3.43
201803  ,-1.79  ,-0.64  ,-3.68  ,-1.39  ,-0.98  ,-0.37
201804  ,-0.45   ,0.54   ,1.14  ,-0.49  ,-0.07  ,-0.94
201805  ,-4.04  ,-3.06  ,-3.64  ,-3.72  ,-2.86  ,-1.87
201806  ,-5.80  ,-5.26  ,-5.97  ,-5.32  ,-5.36  ,-5.48
201807   ,0.50  ,-0.09   ,0.38   ,2.10   ,1.58   ,0.54
201808  ,-2.92  ,-1.28  ,-1.04  ,-3.01  ,-1.63  ,-1.57
201809  ,-3.92  ,-2.46  ,-2.92  ,-2.11  ,-1.18  ,-1.60
201810  ,-7.79  ,-8.50  ,-8.79  ,-9.14  ,-8.00 ,-10.98
201811   ,4.90   ,4.99   ,5.48   ,5.47   ,5.38   ,4.76
201812  ,-0.96  ,-0.29  ,-0.34  ,-1.53  ,-0.73  ,-1.23
201901   ,2.83   ,3.74   ,4.36   ,7.80   ,4.64   ,4.92
201902   ,0.33   ,0.67  ,-0.25   ,2.58   ,0.94   ,0.82
201903   ,2.19   ,1.01   ,1.56  ,-0.20  ,-0.18   ,0.73
201904  ,-0.34   ,0.14   ,0.39   ,0.08   ,0.40   ,2.03
201905  ,-4.66  ,-3.22  ,-3.16  ,-7.09  ,-4.75  ,-3.33
201906  ,-0.04   ,2.79   ,3.72   ,3.94   ,4.07   ,4.20
201907  ,-4.45  ,-2.21  ,-2.72  ,-3.16  ,-2.40  ,-2.12
201908  ,-5.11  ,-2.98  ,-2.46  ,-5.22  ,-4.54  ,-2.72
201909   ,3.15   ,3.07   ,2.73   ,2.16   ,2.34   ,2.03
201910   ,0.68   ,1.73   ,2.93   ,4.44   ,2.73   ,4.47
201911  ,-0.45  ,-0.51  ,-0.12   ,1.06  ,-0.26  ,-1.24
201912   ,4.23   ,4.05   ,5.04   ,5.65   ,5.71   ,6.50
202001  ,-0.44  ,-1.06  ,-0.42  ,-6.12  ,-4.53  ,-2.72
202002  ,-8.35  ,-5.78  ,-5.65  ,-9.30  ,-7.04  ,-5.72



  Average Value Weighted Returns -- Annual
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
1990  ,-8.15  ,-3.07 ,-21.95 ,-12.44  ,-8.73  ,-7.63
1991   ,5.13  ,18.98  ,18.95  ,33.04  ,53.13  ,33.06
1992  ,-1.08   ,4.53  ,27.68  ,-5.43  ,-8.10   ,9.30
